"73","37","473","94.65"
"71","6697","420","305.78"
"41","7960","85","418.35"
"73","4411","352","224.58"
"66","3981","71","110.34"
"85","583","420","95.89"
"3","3476","64","338.28"
"53","4285","72","42.34"
"51","6752","231","240.44"
"51","1866","333","4.18"
"43","9106","101","179.89"
"72","2764","127","22.02"
"97","287","132","438.23"
"69","6605","469","294.04"
"3","4600","225","133.45"
"56","5106","456","297.13"
"47","4423","322","334.48"
"90","781","139","165.51"
"66","6620","175","192.45"
"47","2511","430","162.24"
"100","4841","270","465.38"
"22","4270","339","360.62"
"22","74","435","368.25"
"14","3684","25","22.35"
"55","3788","444","453.45"
"45","712","496","447.20"
"63","7054","320","382.74"
"80","6251","243","451.38"
"85","5521","467","196.31"
"4","4307","433","481.03"
"6","119","403","76.98"
"85","6853","282","139.22"
"63","8170","470","434.51"
"35","1657","453","498.38"
"41","529","314","341.33"
"50","4579","10","371.44"
"53","3842","56","288.46"
"65","7840","351","175.66"
"71","3088","362","432.41"
"55","7748","361","476.76"
"97","3380","115","369.95"
"75","5904","447","259.30"
"73","2320","130","9.65"
"37","3664","86","161.90"
"61","9117","267","382.26"
"72","722","319","135.44"
"56","9117","126","498.50"
"52","8722","177","438.69"
"7","1398","194","446.41"
"65","6059","170","340.55"
"65","5120","208","149.29"
"75","3073","332","274.89"
"77","6031","55","496.35"
"24","7485","433","43.43"
"57","5937","429","235.18"
"7","8176","458","481.68"
"99","3690","250","279.10"
"66","6656","132","108.20"
"99","5690","61","137.41"
"77","4008","282","8.43"
"41","2398","260","482.00"
"25","6175","79","184.61"
"65","3876","53","306.31"
"80","6117","199","340.29"
"41","4914","136","26.00"
"69","2166","309","422.44"
"50","5701","276","290.87"
"71","7639","138","443.40"
"22","1776","471","15.64"
"45","8001","395","458.77"
"4","7087","1","488.73"
"63","8015","199","123.58"
"55","8774","352","343.61"
"22","1977","150","448.16"
"66","5381","198","13.27"
"66","7563","117","216.97"
"12","5866","338","33.11"
"66","2934","347","159.09"
"72","6293","173","407.90"
"24","3056","68","219.14"
"63","4885","58","108.13"
"25","53","90","400.24"
"100","3397","484","102.68"
"53","7356","189","440.10"
"41","7983","270","127.84"
"73","1743","481","400.86"
"47","589","141","397.91"
"37","3252","101","256.24"
"72","9172","141","407.10"
"63","2606","109","461.78"
"56","8658","360","407.89"
"61","6059","434","245.30"
"56","2884","37","302.44"
"77","131","422","389.00"
"57","3937","301","432.39"
"50","6232","340","88.26"
"53","372","10","273.83"
"75","6037","359","401.59"
"37","8768","400","383.90"
"72","562","316","324.67"
"63","2459","177","312.28"
"6","6084","206","380.17"
"99","7312","305","187.97"
"14","8910","406","260.65"
"51","3174","83","253.09"
"75","3087","107","255.46"
"14","1765","242","383.76"
"24","5264","214","130.22"
"52","2729","379","490.00"
"75","7930","478","441.83"
"25","5071","251","135.05"
"71","5431","37","307.83"
"6","4937","373","16.44"
"37","1975","423","286.61"
"80","2666","436","223.73"
"53","4555","453","325.62"
"47","6236","400","63.25"
"55","2217","444","338.06"
"85","2269","190","199.33"
"97","6016","177","270.76"
"99","1046","174","423.17"
"50","7895","169","76.15"
"53","3161","374","182.11"
"43","5873","139","465.44"
"53","3282","205","500.13"
"63","2070","441","160.74"
"77","6396","73","430.49"
"85","6724","259","144.32"
"56","8857","184","461.20"
"66","7232","289","28.14"
"53","7128","100","242.11"
"60","4860","161","442.28"
"97","545","131","402.56"
"99","6613","87","219.80"
"37","8882","105","283.66"
"4","2134","281","232.23"
"100","1607","249","359.16"
"57","428","243","246.71"
"65","3189","376","475.46"
"55","6202","351","312.86"
"55","7483","258","390.89"
"35","7110","17","107.21"
"99","184","34","360.40"
"51","3940","194","254.50"
"61","2808","319","268.51"
"69","3005","19","302.40"
"72","8244","74","81.33"
"90","6399","327","359.20"
"69","7090","299","86.59"
"45","8791","398","417.12"
"99","4015","305","377.44"
"56","6741","422","314.79"
"99","515","115","275.81"
"63","1402","313","206.41"
"24","7031","71","297.66"
"65","540","405","310.56"
"41","294","270","55.50"
"60","6405","430","192.37"
"4","3499","171","226.72"
"43","7373","338","435.81"
"53","4060","164","197.58"
"43","1450","55","437.16"
"52","3503","255","247.56"
"6","6859","91","390.27"
"6","7069","380","88.90"
"35","6660","58","322.90"
"57","8835","322","178.16"
"97","814","402","425.73"
"51","6791","265","93.74"
"55","1218","332","285.56"
"85","588","114","114.71"
"35","4250","209","240.81"
"72","8049","460","92.05"
"24","5292","319","271.34"
"57","2043","150","256.12"
"50","2668","407","10.62"
"60","6193","142","218.05"
"85","1539","456","367.32"
"37","5208","245","21.69"
"85","7852","427","484.60"
"37","4516","387","246.74"
"24","8664","272","172.83"
"3","142","352","243.54"
"72","6581","492","278.35"
"7","4119","319","19.09"
"75","108","45","116.24"
"5","5362","111","140.82"
"71","5336","431","330.40"
"47","553","336","275.22"
"77","4246","279","207.29"
"90","6541","125","262.11"
"61","295","12","391.46"
"77","6750","7","92.39"
"4","141","206","243.07"
"75","4941","75","343.88"
"97","38","187","413.97"
"55","9051","306","63.39"
"97","6343","75","196.85"
"61","5398","357","215.84"
"25","8479","439","249.60"
"99","6242","166","369.72"
"6","1633","482","86.31"
"72","855","455","176.40"
"72","1001","317","87.73"
"99","7834","209","380.48"
"72","5726","171","406.41"
"12","3388","433","381.69"
"5","6294","418","208.18"
"25","3414","227","448.10"
"41","4557","334","352.38"
"73","8541","197","100.03"
"47","1551","485","355.66"
"35","7720","393","224.28"
"77","2633","157","5.84"
"37","4728","495","4.37"
"99","222","316","416.00"
"51","5902","438","31.76"
"52","7146","499","123.65"
"43","6472","170","185.44"
"99","5744","403","43.65"
"24","728","396","448.74"
"60","2515","428","143.02"
"41","6223","500","69.07"
"69","5429","408","35.70"
"85","3286","171","448.09"
"65","6834","407","302.93"
"65","7976","138","489.18"
"90","2082","177","402.80"
"57","9078","298","463.82"
"14","8482","126","304.00"
"52","5004","224","279.43"
"97","3585","220","382.50"
"3","3941","352","196.59"
"100","2921","347","59.67"
"71","4","3","226.33"
"47","404","348","58.45"
"12","4782","38","251.42"
"22","7829","456","270.50"
"53","2177","464","193.12"
"69","2927","274","319.00"
"35","739","92","210.82"
"43","1401","421","468.51"
"41","3743","177","487.04"
"25","845","30","379.78"
"63","441","82","181.22"
"6","4423","405","493.58"
"85","5296","149","493.78"
"47","8175","248","334.91"
"24","2586","161","397.38"
"80","7735","335","51.46"
"66","5633","485","88.63"
"71","5106","19","359.58"
"69","6296","403","221.34"
"66","2740","190","99.00"
"53","3552","191","126.78"
"71","3877","456","270.14"
"97","3752","106","405.49"
"61","2674","435","157.21"
"100","88","16","214.78"
"97","7322","191","315.58"
"57","2102","92","296.52"
"61","6198","152","99.71"
"25","5258","339","137.44"
"63","1531","327","310.40"
"66","4956","193","307.76"
"69","7372","360","400.91"
"97","715","459","297.53"
"80","1217","369","397.14"
"73","8606","194","478.26"
"99","1718","19","353.26"
"47","3757","252","336.94"
"72","697","398","172.64"
"35","927","117","285.95"
"99","8157","128","499.62"
"35","1021","386","365.94"
"22","982","245","490.31"
"72","8659","391","56.17"
"100","2283","77","375.34"
"55","7729","396","400.40"
"43","1869","66","398.05"
"43","5060","500","291.87"
"5","8953","295","363.64"
"57","7420","193","84.48"
"61","4719","238","446.05"
"63","1551","132","239.47"
"56","4504","323","156.49"
"25","5233","472","313.55"
"41","4380","268","33.53"
"66","17","241","380.38"
"22","537","128","9.53"
"75","1171","151","311.57"
"12","287","466","293.75"
"12","4433","248","197.87"
"60","5111","170","372.44"
"52","334","310","414.16"
"24","7110","177","157.73"
"61","6558","236","73.66"
"14","4817","451","104.39"
"90","1947","44","234.17"
"100","4838","129","59.21"
"12","3699","185","480.65"
"63","1083","361","244.74"
"75","7907","21","282.76"
"50","34","95","493.86"
"69","332","367","214.81"
"3","8774","103","137.01"
"90","4531","459","323.75"
"50","5618","180","0.84"
"55","6692","328","163.42"
"100","6975","51","329.24"
"73","8220","47","278.48"
"77","7194","22","480.49"
"14","5741","365","295.36"
"47","8938","126","64.71"
"22","3444","51","177.71"
"61","4885","108","352.24"
"7","2182","336","384.95"
"73","2612","445","266.52"
"85","768","421","331.20"
"4","1957","224","385.81"
"61","6350","10","140.32"
"14","3477","433","43.00"
"55","5408","232","151.35"
"51","288","399","451.46"
"99","7183","21","214.97"
"43","8604","485","449.04"
"14","8236","318","21.25"
"47","4118","312","0.18"
"5","8646","45","103.65"
"65","2894","329","202.52"
"73","6776","357","161.13"
"45","1694","52","328.30"
"63","8265","162","42.80"
"61","22","92","91.68"
"60","3664","408","120.90"
"43","6718","249","268.78"
"51","4770","309","47.55"
"55","6506","290","262.29"
"53","4924","261","366.42"
"35","1691","460","138.65"
"57","4328","196","227.13"
"6","6611","290","0.83"
"4","5282","387","209.10"
"47","6536","177","407.37"
"6","1678","280","378.07"
"6","2581","454","447.06"
"43","3778","191","93.12"
"55","6459","127","183.66"
"5","7387","426","487.04"
"72","1945","386","169.70"
"5","2218","482","120.73"
"50","3689","115","162.11"
"24","3419","445","345.96"
"41","2503","42","28.12"
"53","8887","453","478.41"
"24","3162","256","199.80"
"90","7993","353","206.63"
"24","7354","176","183.80"
"52","8070","24","395.16"
"53","8517","230","47.69"
"77","103","175","69.52"
"12","6854","176","16.56"
"52","1707","472","456.52"
"63","5456","313","88.45"
"60","6627","239","411.59"
"75","2240","123","181.74"
"85","1104","319","483.99"
"41","7460","7","346.73"
"85","6231","113","395.69"
"99","5335","39","126.11"
"55","442","311","91.53"
"3","4983","226","123.99"
"100","8126","346","154.78"
"41","9043","344","314.13"
"99","4833","3","252.81"
"12","1425","30","8.19"
"71","7000","355","330.95"
"71","2499","27","403.90"
"69","3165","246","68.24"
"63","4163","223","75.81"
"43","41","21","104.21"
"90","715","287","366.02"
"77","2671","107","499.08"
"90","3949","491","78.68"
"45","7746","400","2.25"
"53","8246","206","399.81"
"5","1583","490","376.90"
"72","1044","283","413.84"
"51","1664","402","368.93"
"45","4289","245","355.79"
"51","3078","5","364.59"
"71","3081","268","204.34"
"43","2897","401","11.98"
"57","2447","439","224.90"
"52","6421","374","448.22"
"7","2565","249","441.25"
"90","7306","38","99.59"
"77","9084","16","166.49"
"14","5561","434","60.87"
"69","7923","204","93.49"
"35","2768","467","312.93"
"45","4007","280","378.54"
"22","2039","160","90.52"
"61","5700","283","136.83"
"12","922","269","422.15"
"6","8499","480","403.53"
"97","3528","430","378.93"
"4","960","45","179.81"
"22","3321","5","397.69"
"85","7390","247","151.93"
"61","7203","200","291.56"
"47","8294","325","253.45"
"77","910","414","473.61"
"14","495","259","258.31"
"63","1155","14","463.46"
"50","5609","118","420.31"
"71","7106","158","490.32"
"75","3416","221","223.35"
"71","5131","145","64.03"
"3","1322","124","69.78"
"65","8852","255","104.71"
"45","2165","499","283.84"
"37","4253","254","459.63"
"63","6358","29","313.84"
"45","4231","283","241.05"
"55","6251","10","357.92"
"73","1704","317","51.87"
"43","5057","433","116.73"
"85","3842","40","276.30"
"99","3542","78","217.72"
"43","2918","338","332.92"
"5","3057","393","155.18"
"55","5834","326","335.27"
"6","1866","133","498.78"
"63","538","466","460.73"
"6","967","236","150.35"
"3","5800","76","351.32"
"77","4954","116","280.91"
"41","5133","214","105.31"
"56","2739","428","346.05"
"12","1600","261","399.17"
"69","7326","445","140.75"
"47","6712","185","113.33"
"52","598","469","482.28"
"22","4313","436","415.95"
"80","984","10","268.77"
"41","1692","364","38.63"
"47","6934","138","276.27"
"43","4279","16","182.48"
"75","2090","215","225.71"
"61","5519","192","219.90"
"85","3107","464","396.92"
"66","7396","399","133.35"
"50","6351","277","148.86"
"73","5465","174","295.37"
"5","3495","2","375.00"
"72","5390","188","367.15"
"90","6777","193","431.45"
"41","3416","454","305.63"
"73","7200","401","245.90"
"99","1340","188","284.19"
"12","7554","81","9.50"
"61","826","303","125.13"
"99","5537","390","71.25"
"3","2113","155","140.59"
"99","2445","306","369.33"
"43","2514","116","154.07"
"66","2459","266","73.29"
"25","8460","307","180.42"
"61","2157","427","403.84"
"50","412","292","102.61"
"60","2634","60","324.63"
"57","8227","130","103.50"
"55","7612","210","22.55"
"66","1190","32","194.09"
"56","4635","238","425.26"
"80","394","330","343.41"
"65","6655","500","11.18"
"57","6826","227","258.93"
"77","2902","236","347.53"
"77","380","487","259.04"
"60","6350","67","76.28"
"50","7192","252","385.09"
"52","2168","439","467.05"
"4","8261","36","275.03"
"50","6832","478","1.69"
"71","3115","167","339.08"
"25","6278","186","23.27"
"73","5241","241","280.09"
"24","7373","297","102.95"
"14","5423","388","158.39"
"69","8702","16","113.62"
"75","2797","327","91.97"
"5","4157","122","474.44"
"71","1917","498","320.06"
"37","699","32","430.82"
"97","6247","232","162.68"
"53","5390","193","23.05"
"51","3371","466","264.02"
"55","7443","477","94.70"
"100","8588","37","123.62"
"55","4383","348","401.70"
"63","7535","284","256.30"
"100","5321","31","112.56"
"12","1225","6","64.96"
"7","5294","23","461.21"
"37","2211","232","455.30"
"52","5088","457","242.12"
"35","2757","500","341.91"
"5","8712","374","163.86"
"47","2689","273","220.82"
"50","4843","294","227.97"
"80","2805","292","122.31"
"55","4392","35","136.93"
"57","8864","193","247.50"
"4","8302","339","92.36"
"61","8928","487","362.37"
"12","7967","443","479.77"
"7","8971","135","2.27"
"12","5327","418","439.28"
"71","761","119","239.00"
"71","8580","46","427.50"
"97","7196","166","457.08"
"80","2050","255","5.91"
"43","2775","188","230.84"
"97","2462","254","25.35"
"7","3722","289","346.34"
"71","4174","104","88.76"
"73","9010","431","286.32"
"7","8529","130","262.11"
"69","6090","489","406.13"
"35","2144","209","494.48"
"65","1625","271","450.08"
"72","2013","396","178.82"
"24","5746","317","135.33"
"85","5540","220","228.57"
"35","4120","210","209.90"
"12","2371","214","129.13"
"77","6218","461","76.97"
"56","3834","449","451.69"
"51","4840","272","455.71"
"56","1437","314","297.53"
"37","455","415","360.02"
"50","8937","163","93.51"
"71","5507","443","371.88"
"97","8566","270","365.38"
"69","2965","19","357.99"
"37","6454","166","347.95"
"24","8113","469","6.03"
"71","3668","7","126.46"
"5","2055","104","38.26"
"65","4716","434","21.27"
"6","3847","331","304.75"
"77","4996","473","95.44"
"71","838","282","277.35"
"52","8930","215","408.13"
"75","3393","356","478.63"
"35","7372","449","352.19"
"35","7866","452","217.77"
"56","6790","4","183.22"
"25","346","301","244.42"
"25","7138","4","0.34"
"90","6467","108","269.73"
"3","1043","281","385.22"
"22","2894","366","201.77"
"65","5740","243","288.62"
"24","3499","104","114.47"
"99","3842","248","470.75"
"51","6494","186","465.69"
"52","4676","221","266.37"
"75","28","469","223.32"
"41","5823","146","250.77"
"35","8383","49","378.89"
"12","8197","25","2.96"
"5","7620","138","199.66"
"61","231","333","328.50"
"7","5667","99","335.91"
"75","2416","30","192.73"
"47","3452","447","269.84"
"61","8025","12","347.86"
"99","4345","167","254.31"
"3","2336","186","274.42"
"6","3755","334","302.79"
"41","2336","32","363.04"
"60","1981","114","225.52"
"24","2314","255","372.35"
"14","758","145","305.11"
"50","8674","462","9.32"
"61","1029","47","435.13"
"7","1117","122","272.95"
"97","2375","500","295.41"
"65","5732","118","84.62"
"71","8923","406","211.98"
"72","4649","61","451.45"
"14","8864","423","414.06"
"52","8296","48","78.15"
"100","5217","438","414.13"
"45","7436","490","433.49"
"71","6409","249","197.22"
"24","6292","164","253.03"
"99","1320","273","394.90"
"35","3148","99","158.42"
"47","5164","350","301.83"
"77","1415","497","122.21"
"6","751","198","257.75"
"22","4787","152","137.13"
"7","8213","440","199.66"
"61","5474","389","333.44"
"22","3401","42","368.33"
"37","7501","192","106.75"
"47","6425","350","220.86"
"7","2458","385","177.11"
"35","8096","2","320.61"
"57","3479","356","379.03"
"75","8671","125","37.83"
"43","6164","150","344.14"
"53","5596","290","129.55"
"61","3617","27","129.97"
"45","1598","55","359.91"
"97","1958","296","192.26"
"56","7935","274","492.47"
"50","2648","475","107.19"
"51","6987","435","234.08"
"90","6265","277","192.95"
"75","7518","402","62.64"
"56","7359","93","265.14"
"5","7710","230","107.22"
"90","3732","375","380.40"
"69","4403","442","377.20"
"25","1255","307","2.89"
"63","7437","366","153.55"
"51","4235","213","431.05"
"50","1949","99","287.09"
"73","7847","438","409.63"
"56","4481","442","484.22"
"69","99","475","417.94"
"45","492","118","235.88"
"3","8015","372","236.01"
"12","2591","202","57.33"
"51","8140","110","451.74"
"7","4415","198","96.11"
"85","166","52","61.51"
"80","1101","460","381.93"
"99","1822","370","106.39"
"56","2491","8","59.46"
"100","1152","412","270.28"
"43","172","290","442.03"
"60","6307","200","445.04"
"85","7938","71","53.17"
"56","5296","355","38.57"
"43","5964","459","188.27"
"7","4739","496","318.21"
"52","14","355","362.87"
"50","4821","138","417.10"
"60","8282","438","335.87"
"35","3418","214","164.91"
"7","9022","149","333.40"
"65","1442","486","290.70"
"100","1027","392","58.87"
"51","2892","456","122.24"
"25","4765","471","207.52"
"66","2567","474","72.76"
"14","8378","444","39.95"
"41","6173","123","114.37"
"43","5866","480","364.95"
"73","2928","223","147.52"
"90","6327","26","405.80"
"12","4467","32","201.50"
"51","9061","144","476.03"
"12","3646","410","206.13"
"14","6193","4","57.72"
"41","6311","11","146.05"
"100","707","10","492.49"
"61","2736","484","282.79"
"52","8158","288","391.18"
"65","7528","250","48.11"
"14","986","294","25.52"
"12","2356","106","126.30"
"6","8136","417","400.00"
"12","6011","38","48.84"
"69","6420","377","111.99"
"66","1702","336","406.26"
"72","4319","463","225.47"
"80","5277","276","173.90"
"53","8365","470","178.93"
"65","1435","342","366.78"
"99","738","6","222.49"
"77","4370","195","303.61"
"12","3602","214","479.41"
"75","335","422","77.00"
"56","7857","112","410.26"
"5","1846","206","203.16"
"61","1498","381","434.99"
"43","1758","251","392.34"
"4","2548","340","473.82"
"14","5414","288","277.05"
"73","7407","214","415.41"
"53","5872","97","449.02"
"45","7708","213","165.22"
"24","7486","60","334.30"
"61","6706","381","162.50"
"55","8272","346","163.40"
"12","8259","94","99.98"
"7","1445","301","127.48"
"51","5481","56","197.98"
"53","8219","412","437.75"
"22","7716","288","472.80"
"51","1145","306","126.95"
"41","1017","386","153.01"
"72","1063","410","93.75"
"61","2303","155","185.41"
"6","5011","472","260.43"
"57","7250","303","209.94"
"85","6679","467","226.23"
"66","5508","179","43.31"
"65","36","188","345.46"
"77","860","103","406.04"
"72","2794","168","263.88"
"6","2141","479","324.12"
"69","4113","192","439.32"
"71","2597","291","322.03"
"25","8350","44","484.35"
"77","652","70","225.35"
"73","1710","443","475.37"
"69","3030","432","37.68"
"85","2378","40","304.17"
"85","4479","484","300.15"
"80","2882","34","272.31"
"55","5222","305","28.16"
"50","3174","288","462.43"
"75","9063","353","441.12"
"100","3021","39","402.17"
"80","5316","387","295.22"
"100","3203","426","393.44"
"97","824","69","133.67"
"51","6497","243","334.91"
"25","865","143","125.89"
"52","4229","444","275.97"
"99","3828","2","150.27"
"51","2293","179","100.48"
"25","2393","253","167.32"
"35","1035","483","6.76"
"3","8461","404","74.33"
"57","5218","118","155.38"
"7","4778","72","126.41"
"5","5491","78","287.11"
"52","4303","443","469.13"
"4","5786","256","172.78"
"80","4586","44","412.29"
"3","5730","342","346.37"
"53","2179","83","20.35"
"6","1209","8","13.10"
"66","3270","158","132.84"
"53","282","163","218.53"
"90","1280","70","332.85"
"71","7771","313","353.67"
"22","7310","329","58.76"
"55","4293","425","212.57"
"47","637","184","154.73"
"25","1769","244","52.56"
"35","2637","356","447.54"
"71","2126","460","57.55"
"51","6824","54","156.57"
"77","8935","136","85.50"
"100","5473","309","67.72"
"37","2320","209","97.17"
"3","1429","83","264.11"
"41","3425","118","455.24"
"57","7253","188","152.37"
"5","1665","407","235.62"
"80","829","467","257.76"
"3","4482","22","175.35"
"55","319","151","220.90"
"35","1627","285","255.75"
"43","6121","11","144.54"
"41","24","10","99.92"
"66","8490","356","40.30"
"77","2819","147","330.64"
"77","6292","500","333.28"
"80","878","464","11.53"
"7","7565","476","43.75"
"4","2570","272","114.10"
"35","5742","135","340.12"
"90","4386","297","195.85"
"52","125","364","193.15"
"50","8211","229","44.01"
"43","610","138","405.20"
"53","9139","184","254.30"
"72","7353","109","149.45"
"12","4808","99","398.19"
"14","3285","76","334.63"
"73","536","109","252.23"
"52","3464","79","167.35"
"77","2777","352","7.19"
"99","1545","134","419.80"
"90","2935","40","322.56"
"41","5518","261","273.30"
"50","7542","218","477.95"
"24","4381","123","229.82"
"47","8215","276","29.87"
"37","262","189","54.54"
"85","246","143","290.74"
"37","4312","34","475.82"
"37","571","256","179.24"
"51","6533","45","94.08"
"97","2428","16","222.15"
"90","962","175","303.41"
"71","1390","59","350.20"
"69","7596","461","169.38"
"52","5182","272","456.14"
"6","7212","430","278.17"
"52","6299","176","211.80"
"77","5434","96","452.88"
"22","2991","75","21.43"
"61","6841","157","395.25"
"6","4045","128","461.36"
"77","2873","225","2.66"
"65","1189","130","272.99"
"4","4757","63","318.81"
"22","7855","7","106.23"
"52","635","362","292.52"
"73","7966","13","66.57"
"69","7484","385","207.56"
"56","3959","261","235.40"
"65","1546","373","391.66"
"97","5274","344","373.86"
"56","848","225","247.11"
"90","7644","139","33.54"
"41","2190","328","100.99"
"12","3791","369","331.10"
"4","5205","43","179.10"
"100","6730","197","355.50"
"37","6642","442","365.53"
"63","4075","97","175.63"
"63","8604","22","161.64"
"73","6918","69","156.37"
"37","9057","294","370.88"
"65","3492","5","484.16"
"3","7034","29","436.21"
"25","3060","283","140.41"
"45","3735","207","308.32"
"41","3988","207","367.29"
"99","7743","101","169.61"
"47","7878","412","325.41"
"52","3041","91","15.96"
"55","6529","139","75.96"
"85","470","140","114.93"
"100","6853","402","262.99"
"71","5914","301","338.51"
"97","4234","468","342.15"
"14","2021","216","427.58"
"77","804","226","208.85"
"66","2573","212","45.01"
"56","8839","109","158.00"
"69","1704","118","298.87"
"60","2322","325","349.99"
"77","5444","68","92.48"
"52","6280","88","102.54"
"51","9073","456","371.79"
"35","240","434","271.05"
"4","6155","466","91.02"
"55","7993","459","16.77"
"90","4100","143","137.98"
"22","7723","306","497.52"
"5","1092","102","39.10"
"72","1388","12","153.27"
"7","4184","276","269.85"
"37","3681","10","341.41"
"14","315","359","270.08"
"80","1422","471","272.41"
"52","6740","118","312.69"
"22","1974","37","228.61"
"50","8112","246","283.73"
"5","6799","366","490.80"
"24","8662","290","224.72"
"71","5523","296","237.30"
"7","6035","400","399.74"
"37","2176","414","55.69"
"69","1379","491","280.06"
"6","7781","305","331.04"
"56","7223","29","217.77"
"45","8644","470","209.61"
"12","5401","106","12.41"
"41","3608","3","223.87"
"3","287","303","106.63"
"7","137","300","421.11"
"56","2956","293","53.35"
"52","4203","448","316.52"
"77","6008","66","362.36"
"24","6397","98","354.03"
"51","2393","384","378.23"
"51","6077","222","281.28"
"99","2680","357","485.47"
"90","716","346","28.85"
"55","672","74","203.58"
"43","5999","202","51.49"
"60","6856","409","153.07"
"47","7458","140","117.18"
"3","1983","195","295.84"
"63","2788","89","164.97"
"5","8400","113","260.07"
"53","4865","188","205.52"
"7","6839","15","121.09"
"97","6820","191","338.20"
"52","3040","251","427.94"
"80","336","278","50.91"
"3","7257","279","397.12"
"65","105","460","246.66"
"100","500","186","240.83"
"61","7988","11","82.67"
"41","6861","92","467.56"
"75","6873","106","358.63"
"77","8748","68","218.38"
"43","5423","460","258.07"
"100","5805","413","238.21"
"53","1143","97","434.62"
"90","1723","37","67.49"
"7","4661","294","463.13"
"5","7070","115","446.52"
"47","4541","391","252.38"
"52","380","334","154.67"
"73","3665","63","36.92"
"80","5528","225","217.88"
"43","781","382","416.48"
"4","1264","98","71.44"
"12","1402","476","38.02"
"5","1234","134","352.88"
"12","6658","117","161.10"
"47","3886","414","74.85"
"97","4388","113","258.52"
"66","7477","28","481.36"
"43","1500","4","392.09"
"47","308","396","305.54"
"75","3353","446","304.08"
"55","4116","195","269.71"
"57","1433","281","22.92"
"55","8456","315","34.97"
"37","1023","59","98.08"
"3","5599","355","212.92"
"73","8355","313","297.94"
"55","4937","296","389.04"
"56","342","454","206.40"
"73","3165","301","360.49"
"12","6900","337","2.62"
"72","1003","275","154.47"
"50","3597","242","364.07"
"60","8316","486","128.00"
"7","6603","152","144.31"
"50","200","91","336.38"
"77","6692","497","486.28"
"55","3176","287","48.87"
"41","3745","453","97.81"
"35","4400","493","119.57"
"72","2805","447","212.14"
"37","8798","459","3.65"
"45","7595","67","87.12"
"77","6773","413","403.23"
"69","5341","199","281.70"
"56","56","340","100.56"
"52","8447","493","471.61"
"47","1143","101","119.08"
"73","2901","156","68.98"
"57","1892","392","315.99"
"47","8015","29","217.35"
"71","371","442","149.67"
"99","3008","288","428.34"
"41","7188","282","316.86"
"55","2340","474","241.50"
"77","3403","364","130.70"
"99","3703","173","193.85"
"66","1243","448","370.91"
"71","4303","39","381.75"
"66","8904","427","49.60"
"37","5819","35","65.42"
"5","4913","188","35.52"
"6","4141","359","141.92"
"69","8943","205","92.39"
"3","6388","461","262.38"
"50","1454","300","428.07"
"71","1511","268","156.66"
"63","9095","78","243.24"
"71","6779","429","222.81"
"56","5193","342","21.90"
"22","8066","354","106.37"
"37","6092","299","431.35"
"55","6519","476","36.93"
"85","7541","328","403.73"
"66","8258","232","382.20"
"90","8165","356","310.35"
"63","1946","43","164.07"
"25","4349","85","90.54"
"5","947","176","475.42"
"55","5798","6","39.18"
"41","1239","334","342.46"
"57","6409","367","482.45"
"71","1638","452","218.03"
"97","6719","186","358.08"
"69","6349","428","292.74"
"6","1595","180","333.76"
"43","1963","176","74.58"
"71","484","56","394.94"
"60","4824","414","359.95"
"3","988","350","318.70"
"25","5428","430","229.16"
"80","811","434","374.57"
