"3","1967","2018-02-16 22:47:59","69","17","In cart"
"6","7830","1988-12-05 07:26:00","35","14","In cart"
"1","378","1984-07-19 02:14:43","97","5","Ordered"
"90","1509","1972-09-05 18:05:51","66","12","In cart"
"38","5378","2008-05-11 22:07:53","6","17","In cart"
"35","6780","1985-09-24 14:31:53","47","7","In cart"
"23","2299","1997-07-02 10:01:21","56","10","In cart"
"96","7240","1993-10-20 13:56:01","85","2","Ordered"
"65","1021","2004-07-31 21:57:05","35","5","In cart"
"2","254","2009-03-08 01:21:21","61","15","In cart"
"22","3444","1978-12-19 01:28:01","22","5","In cart"
"51","8097","2005-05-12 16:59:38","24","14","In cart"
"78","2182","2008-12-15 14:35:25","7","14","In cart"
"23","6773","2012-08-12 17:56:19","77","5","In cart"
"42","834","1998-08-04 09:53:59","12","3","In cart"
"27","4485","2017-06-25 06:34:30","71","6","Ordered"
"16","9066","1973-09-29 17:37:32","71","6","In cart"
"54","619","1998-07-04 12:41:33","57","18","In cart"
"41","4193","2020-07-07 19:21:36","47","13","Ordered"
"99","1975","2003-01-27 06:06:23","37","16","In cart"
"92","5671","1985-03-14 02:25:36","100","4","Ordered"
"99","4340","1970-08-13 14:59:11","43","11","In cart"
"57","231","1981-01-16 11:45:28","25","13","Ordered"
"50","2593","1983-01-26 17:00:15","61","15","Ordered"
"43","1977","1995-12-05 18:30:08","53","20","Ordered"
"90","7710","1984-07-15 03:21:16","5","19","In cart"
"68","7809","1973-08-30 03:42:35","7","13","In cart"
"87","5218","1996-04-08 01:38:39","57","19","Ordered"
"55","4407","2021-09-29 02:21:31","25","11","In cart"
"71","2884","2014-02-04 08:42:56","65","4","In cart"
"49","8660","2004-04-15 08:57:21","77","1","In cart"
"1","5904","1996-10-03 14:49:19","71","5","In cart"
"12","637","1975-02-25 20:32:17","47","14","In cart"
"5","8317","2015-03-05 16:03:51","90","18","Ordered"
"98","1392","1984-10-01 01:48:42","85","18","Ordered"
"17","7595","2016-12-25 05:53:04","35","7","In cart"
"46","4864","2018-03-05 19:17:04","41","15","In cart"
"59","89","1996-07-07 22:27:19","6","16","In cart"
"43","8756","1988-05-16 02:26:03","100","20","Ordered"
"95","5240","1992-09-25 14:19:24","5","2","In cart"
"81","9105","1986-11-23 13:27:55","97","3","In cart"
"97","7595","2019-03-07 06:18:44","35","6","In cart"
"49","7270","1996-02-12 00:23:34","35","16","In cart"
"24","7153","1972-05-04 10:47:40","57","4","Ordered"
"21","2955","1988-02-07 04:16:04","47","17","Ordered"
"48","6467","1972-01-12 22:28:15","90","5","In cart"
"28","3774","1989-04-10 15:31:17","47","2","Ordered"
"34","2934","1994-01-09 09:46:37","66","12","Ordered"
"37","6444","2018-06-10 20:09:06","22","6","Ordered"
"13","2894","2000-05-23 16:23:05","22","19","Ordered"
"15","5076","1984-08-14 19:51:40","60","6","In cart"
"36","5111","1976-06-18 08:44:45","60","16","In cart"
"48","1285","1995-12-13 21:35:22","97","17","Ordered"
"77","8225","1972-10-19 22:28:59","77","9","In cart"
"18","2742","1977-03-09 05:32:19","12","4","Ordered"
"45","5975","1989-08-27 13:15:54","24","16","Ordered"
"83","7071","1996-03-04 00:29:03","35","9","In cart"
"50","2956","1985-04-14 21:19:50","56","13","In cart"
"80","42","1983-09-11 09:10:06","3","1","In cart"
"31","7945","1976-07-11 14:50:22","47","4","In cart"
"48","363","2009-03-09 09:26:56","14","8","Ordered"
"26","1391","2016-09-07 15:11:00","73","18","In cart"
"84","8003","1983-09-07 03:40:11","43","11","Ordered"
"19","6280","1987-05-22 06:07:51","35","3","Ordered"
"82","3692","2014-03-01 14:59:52","3","18","Ordered"
"28","1633","1972-10-13 15:00:00","6","14","In cart"
"100","3966","2018-05-28 23:35:30","55","14","In cart"
"5","4478","1972-03-29 14:29:39","57","13","Ordered"
"24","8096","1977-05-28 16:47:02","35","2","In cart"
"32","627","2016-11-15 01:30:27","80","11","In cart"
"51","2612","2003-12-24 12:16:12","24","10","In cart"
"100","8788","2019-03-18 22:21:11","5","18","Ordered"
"77","6730","2005-07-31 07:33:00","100","16","In cart"
"99","5381","2012-12-26 05:26:25","66","7","In cart"
"55","2819","1989-11-20 15:50:49","12","8","In cart"
"4","6311","1988-08-13 06:21:56","97","2","In cart"
"92","240","1986-01-13 09:48:07","71","2","Ordered"
"86","7620","2006-12-05 17:05:06","65","1","In cart"
"96","7558","1993-11-14 07:19:55","14","1","In cart"
"3","8628","1976-08-06 10:47:43","57","20","In cart"
"58","3128","1980-06-19 12:21:40","55","9","Ordered"
"23","485","1984-03-07 23:37:02","22","14","Ordered"
"65","1598","2016-10-20 23:50:05","45","18","Ordered"
"97","4794","1974-05-10 07:01:06","72","10","Ordered"
"98","3576","1988-08-07 00:53:57","100","20","In cart"
"36","6147","2010-01-12 20:47:42","63","7","In cart"
"1","7993","2009-08-26 12:12:38","90","20","In cart"
"84","1443","2005-01-03 14:40:47","5","3","Ordered"
"100","7575","1996-11-06 01:06:39","4","13","In cart"
"86","8201","2006-06-01 14:57:47","100","16","Ordered"
"18","3228","2009-10-12 09:13:58","53","2","In cart"
"4","2055","1973-08-21 02:39:38","5","14","Ordered"
"24","2797","1997-03-19 10:21:31","25","20","Ordered"
"57","8587","1988-12-24 15:01:59","77","17","In cart"
"1","3788","1996-06-03 05:12:40","47","6","Ordered"
"99","4623","2013-06-28 04:43:05","71","1","In cart"
"67","3041","2020-09-19 11:00:18","52","5","Ordered"
"58","5889","1989-09-26 09:31:13","22","17","Ordered"
"36","7207","2020-10-24 02:37:58","14","11","In cart"
"83","5749","1978-05-03 10:27:08","14","16","Ordered"
"70","2013","2001-02-04 20:14:56","63","16","In cart"
"35","1848","1987-12-31 05:24:15","69","12","In cart"
"34","8492","1974-02-10 09:19:35","61","12","Ordered"
"46","4787","2003-07-16 19:00:16","22","10","Ordered"
"66","4283","1988-11-22 12:49:20","60","8","In cart"
"62","6960","1980-01-27 04:46:42","22","3","In cart"
"33","1546","2004-12-07 22:28:04","65","20","In cart"
"16","3057","1982-06-21 07:06:23","56","16","Ordered"
"5","4594","1984-08-23 10:03:06","72","14","In cart"
"36","2266","1988-09-21 16:14:08","56","20","In cart"
"44","4882","1996-05-03 15:44:58","77","3","Ordered"
"10","3310","1993-09-01 15:19:25","25","16","In cart"
"61","6788","1990-06-11 07:59:03","5","15","Ordered"
"36","2403","2006-11-25 15:13:44","71","7","In cart"
"99","4319","2004-11-28 03:05:39","72","17","Ordered"
"24","8243","1984-05-11 04:21:01","43","11","In cart"
"8","2525","1984-11-07 03:02:13","90","2","Ordered"
"13","6084","2007-03-25 13:54:17","6","1","Ordered"
"60","8665","1988-01-10 06:55:12","12","16","Ordered"
"57","7436","2009-10-26 16:32:32","45","14","In cart"
"89","5951","1982-07-23 16:43:21","90","8","In cart"
"100","6417","1986-05-06 01:45:54","25","10","In cart"
"36","5631","1978-05-24 16:59:47","66","15","In cart"
"18","3492","1989-11-12 08:35:44","47","10","Ordered"
"96","7855","1996-08-11 12:38:44","22","3","Ordered"
"19","5608","1996-10-01 18:56:08","63","15","In cart"
"12","8980","2001-03-10 02:54:33","5","3","In cart"
"66","1189","2003-08-05 04:16:17","65","3","In cart"
"76","3165","1973-07-14 19:31:19","73","19","In cart"
"46","5949","1991-06-07 04:36:10","53","16","In cart"
"68","4204","1994-07-15 04:54:33","57","18","Ordered"
"69","4691","2014-11-18 08:00:48","3","9","In cart"
"66","1920","1978-09-19 06:42:15","43","11","In cart"
"72","5401","2002-01-31 10:07:21","12","8","In cart"
"89","6826","2008-10-13 16:34:55","97","17","In cart"
"81","5396","1987-07-06 16:15:25","14","6","In cart"
"29","6314","2018-12-05 06:01:09","25","9","In cart"
"59","5262","2002-07-13 12:06:47","6","16","Ordered"
"70","5906","1975-08-23 13:55:03","61","11","In cart"
"70","3918","1984-04-07 03:35:55","71","1","In cart"
"91","1149","1983-05-03 19:57:55","55","18","In cart"
"15","4705","2021-11-06 11:28:44","50","1","In cart"
"72","4118","2015-05-01 19:56:44","80","9","In cart"
"75","1551","2018-04-01 05:15:44","47","18","Ordered"
"61","2322","1974-07-22 18:06:32","60","19","Ordered"
"100","672","1973-06-22 09:55:50","55","20","Ordered"
"20","604","2002-03-24 14:36:53","51","19","Ordered"
"23","4817","1997-09-23 11:59:02","14","11","Ordered"
"75","3642","1977-08-12 08:35:39","69","11","Ordered"
"99","2956","2013-02-07 21:09:36","90","9","Ordered"
"48","6104","2018-05-04 09:48:12","73","1","Ordered"
"39","3732","2002-12-12 12:23:46","90","13","In cart"
"33","6230","1999-10-02 04:36:30","99","20","In cart"
"11","4286","1987-10-17 09:21:22","60","20","Ordered"
"48","5045","1973-06-26 01:27:40","97","10","Ordered"
"11","2751","1983-03-12 08:18:34","22","18","Ordered"
"2","7801","1985-03-18 16:13:39","60","8","Ordered"
"30","6841","1993-12-22 12:11:05","61","10","Ordered"
"53","315","1973-03-02 22:03:08","14","13","In cart"
"8","3459","1991-06-03 12:51:05","3","18","In cart"
"53","4462","2014-08-01 13:39:36","37","20","In cart"
"98","6526","1979-07-02 08:43:29","55","19","Ordered"
"7","598","2016-07-17 04:12:30","52","5","Ordered"
"44","3005","1993-12-24 00:39:15","99","1","In cart"
"13","38","2004-08-20 15:40:46","52","17","In cart"
"13","2247","2004-01-30 09:00:31","5","4","In cart"
"26","6579","1979-08-04 20:40:48","4","4","Ordered"
"76","8782","1986-05-23 09:57:36","6","5","In cart"
"68","8651","1995-07-21 10:56:47","90","14","Ordered"
"31","6991","1979-05-08 12:45:52","85","20","In cart"
"43","8111","1989-03-09 05:26:06","6","9","In cart"
"75","1782","2003-03-04 16:15:06","53","18","Ordered"
"14","257","1978-03-21 10:41:00","6","12","In cart"
"45","6327","1980-10-06 11:06:02","90","6","In cart"
"55","1175","2021-08-05 15:27:09","50","6","In cart"
"94","136","1984-11-16 02:36:44","4","11","Ordered"
"58","6257","1974-12-15 04:08:27","99","19","Ordered"
"44","5335","1991-04-11 22:55:37","99","13","Ordered"
"40","46","2014-07-10 14:00:04","51","5","In cart"
"81","6258","1987-06-19 09:49:17","99","13","Ordered"
"3","7866","1975-08-28 20:18:50","61","18","Ordered"
"4","8363","2005-02-09 22:24:57","75","16","In cart"
"16","1605","2000-05-13 19:48:50","65","1","Ordered"
"97","2322","2020-05-01 05:21:29","60","20","Ordered"
"62","6309","2009-04-17 08:34:42","65","12","In cart"
"9","6112","1979-04-03 10:43:21","22","9","Ordered"
"52","7928","1978-09-15 12:32:52","60","17","In cart"
"98","812","2020-04-01 23:53:09","43","10","Ordered"
"53","17","1974-06-01 12:08:42","66","6","In cart"
"97","5378","1981-02-01 01:49:35","6","11","Ordered"
"23","7992","2019-04-03 08:24:33","6","11","In cart"
"62","3082","2000-12-22 14:40:49","80","9","Ordered"
"66","719","1975-08-28 06:29:22","22","3","In cart"
"21","7993","1978-01-17 03:14:14","90","4","Ordered"
"6","460","2018-01-04 02:18:30","57","13","In cart"
"14","2130","1977-01-31 09:40:55","50","4","Ordered"
"65","1191","2021-04-29 12:56:12","77","10","In cart"
"27","5689","2011-04-13 20:32:18","97","12","Ordered"
"47","7362","1992-09-06 18:43:23","25","11","In cart"
"25","8577","1986-02-25 09:27:23","99","10","In cart"
"83","716","1988-11-17 19:40:34","97","19","In cart"
"69","2546","1995-02-27 15:15:16","4","19","Ordered"
"81","2503","2020-06-22 16:14:33","53","2","In cart"
"65","7555","2002-07-11 00:19:54","7","17","In cart"
"87","5557","1982-08-23 12:36:04","72","11","Ordered"
"47","8910","2007-06-12 21:22:26","14","10","Ordered"
"41","6922","1997-07-01 11:15:18","53","4","In cart"
"1","8308","2012-12-24 13:52:12","22","11","In cart"
"70","4485","2020-05-21 20:26:36","71","18","Ordered"
"21","7950","1997-01-06 21:19:14","7","16","In cart"
"13","7373","1977-10-14 02:49:50","43","9","Ordered"
"37","6922","2006-04-24 01:43:05","53","19","Ordered"
"89","369","1989-05-27 02:04:44","53","17","In cart"
"66","737","1993-02-10 03:42:01","35","1","Ordered"
"25","635","1983-02-09 13:36:49","52","6","In cart"
"32","2689","1973-06-02 05:27:32","47","11","In cart"
"100","3540","1975-08-12 00:07:25","66","9","In cart"
"61","7860","1992-11-02 04:30:16","63","18","Ordered"
"90","6010","1986-10-27 15:00:54","47","6","In cart"
"42","3871","1981-12-22 22:35:58","37","6","Ordered"
"74","7100","1986-12-18 21:15:09","52","7","In cart"
"11","4485","1986-05-11 12:01:19","6","5","Ordered"
"56","8272","2018-02-07 01:00:51","55","5","In cart"
"8","172","2016-10-03 19:09:39","43","15","Ordered"
"97","4762","2016-09-15 03:18:15","43","17","Ordered"
"29","217","2011-04-04 03:18:50","52","6","In cart"
"94","4406","2018-01-10 06:05:25","43","18","Ordered"
"49","3757","1978-08-07 14:01:29","47","7","In cart"
"72","8604","2001-06-01 06:11:57","63","18","In cart"
"28","7809","2006-05-17 22:37:24","7","15","In cart"
"93","3871","1992-01-13 00:57:47","41","7","Ordered"
"86","3937","2021-03-29 06:04:52","57","5","In cart"
"22","723","2008-03-28 20:30:06","50","8","In cart"
"10","2297","1988-07-25 16:07:01","24","11","In cart"
"58","5615","1993-12-07 03:19:41","35","9","Ordered"
"90","4084","1976-08-07 22:17:29","43","2","In cart"
"16","3702","1986-03-04 13:37:56","51","3","Ordered"
"9","5944","1988-08-28 15:54:07","55","20","Ordered"
"77","3421","2002-01-24 09:02:55","99","12","In cart"
"44","8277","2019-02-13 10:07:07","6","3","Ordered"
"11","7993","1997-03-18 10:34:11","55","12","Ordered"
"23","9022","2012-06-04 20:54:11","7","8","In cart"
"59","824","1984-02-18 04:57:12","97","1","Ordered"
"22","570","2006-11-12 07:12:56","65","7","Ordered"
"75","8215","1972-02-09 18:59:55","7","19","Ordered"
"25","3705","2004-03-03 06:36:25","63","10","In cart"
"23","8566","1990-03-11 13:50:39","37","5","Ordered"
"66","6409","2000-01-22 16:38:01","71","7","In cart"
"71","7495","2015-07-31 21:16:51","65","8","Ordered"
"29","4937","1994-11-11 09:14:55","63","2","Ordered"
"45","301","2005-03-25 18:54:17","57","18","In cart"
"34","8066","1982-02-16 01:34:43","22","14","In cart"
"28","2497","1992-10-29 16:33:35","47","10","In cart"
"100","6139","1975-07-11 20:25:11","25","3","Ordered"
"37","6023","2011-03-17 19:29:02","24","19","Ordered"
"14","4609","2020-10-31 18:33:01","65","20","Ordered"
"43","3336","2016-01-14 20:40:03","100","1","Ordered"
"4","172","2001-07-22 11:23:55","43","2","Ordered"
"61","5264","1973-09-18 22:15:55","24","10","Ordered"
"88","2797","2007-07-16 16:54:43","25","9","Ordered"
"17","4392","1991-12-29 13:50:09","80","7","Ordered"
"8","4238","1999-04-16 03:17:22","72","14","Ordered"
"9","6472","1983-12-10 15:49:22","43","9","Ordered"
"71","8910","1990-05-01 22:11:33","14","8","Ordered"
"100","378","1975-08-20 18:17:26","97","19","In cart"
"92","6430","2006-10-02 16:48:10","53","5","Ordered"
"70","4753","1980-10-13 09:24:54","77","15","Ordered"
"82","1907","1985-01-15 00:39:17","57","19","Ordered"
"7","5157","2015-09-24 20:05:42","7","14","Ordered"
"16","2748","2012-11-11 02:14:11","43","1","In cart"
"7","8103","1982-12-20 00:59:38","97","12","Ordered"
"21","7407","1992-06-14 21:09:06","56","17","Ordered"
"80","4283","2015-07-21 20:09:35","60","7","In cart"
"55","4397","1985-03-08 02:26:25","61","6","Ordered"
"94","9170","1983-09-07 04:00:17","80","10","Ordered"
"61","2085","2011-03-04 23:30:15","37","2","Ordered"
"62","7771","1973-03-20 16:45:35","71","7","In cart"
"80","7444","1997-02-19 17:01:01","25","14","Ordered"
"12","1438","1976-02-29 10:37:29","56","18","Ordered"
"33","6972","1972-10-05 16:13:23","25","1","In cart"
"55","4020","1981-05-19 23:39:30","63","2","Ordered"
"65","8560","2011-01-21 10:31:22","100","16","Ordered"
"44","5208","2003-08-30 10:19:02","37","11","Ordered"
"17","2070","2002-02-18 00:00:21","63","14","Ordered"
"2","2001","1976-03-07 20:30:00","80","5","In cart"
"87","1608","2007-06-24 12:33:06","61","11","Ordered"
"20","1447","2012-01-25 09:46:00","50","7","In cart"
"62","3037","1974-11-25 07:11:06","65","12","Ordered"
"100","4513","1970-05-07 05:16:56","100","15","Ordered"
"50","6375","2011-04-27 17:38:03","56","15","In cart"
"92","141","2001-07-20 15:11:56","72","7","Ordered"
"84","5478","1996-05-25 10:03:13","57","19","Ordered"
"88","6364","1985-11-10 18:05:00","75","6","In cart"
"6","346","1993-03-05 01:42:02","25","4","Ordered"
"21","8906","1988-09-15 13:23:46","41","2","Ordered"
"12","8268","1980-12-14 22:49:39","75","1","Ordered"
"62","7993","1983-07-01 20:50:05","55","20","In cart"
"72","2776","1990-06-13 09:55:29","97","13","Ordered"
"62","4277","1991-03-14 07:40:41","35","18","In cart"
"30","8014","1997-03-25 16:40:00","66","3","In cart"
"96","8610","1993-05-14 05:44:50","12","2","Ordered"
"53","809","2019-09-30 12:53:57","4","16","Ordered"
"68","887","2021-07-15 06:00:21","71","1","In cart"
"68","8720","2004-06-01 10:56:48","25","11","Ordered"
"16","3684","1982-02-26 18:49:00","14","8","In cart"
"64","5605","1994-08-23 10:06:44","14","20","In cart"
"93","3578","2011-03-05 10:31:28","80","20","In cart"
"53","3335","1976-07-04 23:27:59","69","1","In cart"
"24","8894","2018-05-15 21:50:36","25","6","In cart"
"69","7487","1996-09-01 07:05:32","51","7","Ordered"
"67","1628","2010-05-05 21:33:34","57","6","Ordered"
"90","5935","2008-02-04 10:07:58","71","15","Ordered"
"11","6292","2002-09-07 06:27:23","65","16","In cart"
"40","4705","1984-12-10 15:43:22","50","1","In cart"
"64","4833","2020-03-23 15:49:10","99","3","In cart"
"13","1603","1978-10-04 12:16:51","25","5","In cart"
"23","6059","2018-08-27 05:42:01","65","3","In cart"
"62","6722","2001-11-16 08:10:53","12","10","Ordered"
"100","1083","1991-03-08 09:10:13","63","1","Ordered"
"81","9145","2019-06-13 05:07:30","60","20","In cart"
"73","9145","1995-11-06 01:20:12","25","7","Ordered"
"5","2297","1976-09-23 07:26:38","24","18","Ordered"
"18","7865","1995-08-25 05:29:09","12","8","Ordered"
"29","4661","2010-05-28 10:31:15","7","3","Ordered"
"9","3414","1975-10-22 13:09:49","25","11","Ordered"
"14","8708","2002-06-06 02:06:35","5","18","Ordered"
"95","5902","2019-08-08 13:35:35","77","13","Ordered"
"92","3552","1988-02-20 17:59:54","53","6","Ordered"
"11","4672","2001-03-25 14:15:23","37","13","In cart"
"35","436","2020-07-14 14:41:50","14","17","In cart"
"3","3351","1970-03-27 16:06:34","47","7","Ordered"
"25","8362","2007-07-13 08:28:04","75","11","In cart"
"5","2997","1991-10-09 22:34:48","41","16","Ordered"
"27","5869","1977-11-12 09:02:41","52","6","Ordered"
"97","817","1983-05-24 16:56:01","7","16","In cart"
"25","4950","1987-07-15 02:41:50","69","4","Ordered"
"95","8971","1975-09-23 01:24:50","51","3","In cart"
"7","1612","1982-01-10 22:28:31","77","17","Ordered"
"26","40","1996-01-25 01:21:24","25","7","Ordered"
"74","98","2018-06-23 21:56:35","4","4","Ordered"
"16","928","1975-12-23 02:14:29","97","18","Ordered"
"39","6350","1996-10-07 15:56:46","61","5","Ordered"
"13","5418","2016-01-21 18:40:03","35","8","In cart"
"100","4221","2015-04-12 12:37:46","4","12","In cart"
"70","5468","2013-12-05 22:24:39","45","12","In cart"
"49","728","2018-05-12 05:46:26","24","18","Ordered"
"50","8456","1971-03-02 04:30:20","55","3","Ordered"
"24","5800","1996-02-26 09:06:30","3","2","Ordered"
"23","8165","1999-12-23 15:09:12","90","16","In cart"
"13","3200","1991-12-03 19:20:10","71","5","In cart"
"16","6757","1994-10-18 06:13:06","14","7","Ordered"
"88","972","2015-04-15 11:15:56","71","10","Ordered"
"92","7590","1990-03-17 21:35:27","3","4","In cart"
"29","5746","1976-05-10 21:35:14","41","10","Ordered"
"79","5537","2004-12-04 01:42:55","99","1","In cart"
"82","1879","2003-01-24 17:07:54","25","12","In cart"
"31","4861","2012-01-23 12:59:32","35","1","Ordered"
"21","819","1998-09-15 13:29:56","99","7","In cart"
"77","8395","2012-09-16 12:03:46","6","12","Ordered"
"24","74","1993-05-31 07:32:24","22","15","Ordered"
"75","4553","1999-11-03 02:24:55","24","2","In cart"
"32","3406","1993-09-20 23:22:54","37","3","Ordered"
"24","8436","1975-10-18 18:44:47","56","14","In cart"
"93","1754","1971-03-23 01:01:12","63","11","In cart"
"31","1158","2014-03-01 17:16:18","60","11","Ordered"
"90","7135","1986-07-03 08:07:06","71","1","Ordered"
"60","2678","2004-06-04 19:50:16","22","9","In cart"
"62","7112","2007-12-06 14:29:06","47","10","In cart"
"41","4303","1972-03-17 07:19:29","52","20","Ordered"
"6","604","2007-07-25 02:40:07","51","7","Ordered"
"35","610","2017-01-15 10:04:43","43","9","Ordered"
"41","1152","1992-12-11 23:25:41","100","20","Ordered"
"9","1772","1983-09-30 03:03:53","41","1","In cart"
"43","3087","1983-09-04 17:25:55","75","19","In cart"
"7","254","1994-02-08 20:46:52","61","1","In cart"
"56","5349","1991-12-11 10:56:45","63","16","In cart"
"27","7892","2013-10-02 04:34:09","25","3","In cart"
"24","5889","1974-11-27 00:40:45","75","18","Ordered"
"92","3314","1988-04-13 07:03:08","72","5","In cart"
"70","2464","1983-11-18 21:38:20","80","14","In cart"
"21","4768","1975-09-09 22:37:55","24","16","In cart"
"35","2207","2001-11-30 16:51:36","57","5","Ordered"
"56","2634","1997-11-13 13:47:34","60","2","Ordered"
"12","6108","2001-08-04 16:52:59","24","2","In cart"
"31","2701","1979-10-15 20:56:49","25","17","In cart"
"62","5277","1999-12-30 09:35:29","80","8","Ordered"
"52","4077","2017-01-12 00:47:59","57","8","In cart"
"74","3286","1983-01-09 19:49:19","85","17","In cart"
"51","3911","1984-12-31 03:08:22","45","10","Ordered"
"65","5042","2017-12-16 15:26:10","61","11","Ordered"
"21","4803","1970-12-20 17:34:13","60","13","In cart"
"86","5605","1981-03-19 10:55:04","4","8","Ordered"
"82","5418","1988-05-02 19:45:13","35","18","Ordered"
"97","8654","2016-09-16 18:52:45","14","3","In cart"
"38","6710","2009-02-07 22:17:18","50","18","In cart"
"11","4069","1988-08-01 09:01:04","35","1","In cart"
"62","3778","2000-12-03 18:32:18","53","9","In cart"
"73","8371","2011-03-04 13:04:32","75","13","In cart"
"55","2182","1981-11-01 19:26:31","7","2","Ordered"
"96","9108","1985-09-06 18:32:18","56","19","In cart"
"87","616","1999-01-20 04:16:17","71","7","In cart"
"38","4191","1973-03-31 18:49:31","61","2","In cart"
"90","2269","1993-03-02 01:37:21","85","12","Ordered"
"17","2879","2011-02-16 15:41:57","53","9","Ordered"
"22","7375","1983-09-03 13:55:26","43","9","In cart"
"34","8881","2001-02-04 07:16:39","99","11","Ordered"
"88","5583","1997-09-26 10:31:17","5","14","In cart"
"36","5277","1982-02-27 13:15:40","80","18","Ordered"
"48","7921","1973-12-15 01:32:52","66","20","In cart"
"10","5631","1977-10-06 18:14:30","66","12","In cart"
"92","5578","1983-04-21 10:54:27","7","16","In cart"
"69","982","2000-12-23 01:38:36","52","3","In cart"
"9","2923","2020-10-30 22:46:42","43","20","Ordered"
"75","5674","1983-07-07 17:19:26","72","11","In cart"
"83","1694","1975-10-14 01:56:05","45","18","Ordered"
"18","2144","1988-10-01 13:11:39","35","3","In cart"
"59","4340","1995-02-05 12:46:58","43","1","In cart"
"88","1403","1972-04-02 12:04:27","51","7","Ordered"
"63","4941","2021-04-07 08:04:36","75","5","Ordered"
"65","6987","1984-10-14 05:07:04","6","4","Ordered"
"58","1412","2019-01-03 07:00:42","100","15","Ordered"
"24","3040","1975-06-16 00:00:33","52","8","In cart"
"57","7781","2011-06-15 08:12:04","6","10","Ordered"
"74","3715","1993-01-08 20:54:26","52","20","Ordered"
"99","2295","2011-09-18 20:43:20","90","15","Ordered"
"10","8339","2012-07-22 19:56:51","35","19","Ordered"
"54","3190","2020-10-27 07:29:23","24","4","In cart"
"25","7289","1976-09-23 09:48:54","24","4","In cart"
"79","4187","2005-12-19 12:45:02","45","1","Ordered"
"45","2523","1998-09-09 13:23:07","57","19","In cart"
"22","2643","1974-02-14 09:57:45","14","15","In cart"
"4","636","2014-10-09 22:46:50","37","15","Ordered"
"79","5944","1993-11-19 13:34:56","55","14","In cart"
"42","2293","1975-09-14 21:05:15","51","13","Ordered"
"36","4141","1990-03-07 10:41:14","6","16","Ordered"
